Season	Player	Team	GP	TOI	Shots Against	Saves	Goals Against	SV%	GAA	GSAA	xG Against	HD Shots Against	HD Saves	HD Goals Against	HDSV%	HDGAA	HDGSAA	MD Shots Against	MD Saves	MD Goals Against	MDSV%	MDGAA	MDGSAA	LD Shots Against	LD Saves	LD Goals Against	LDSV%	LDGAA	LDGSAA	Rush Attempts Against	Rebound Attempts Against	Avg. Shot Distance	Avg. Goal Distance
20112012	Jonathan Quick	L.A	69	3119.85	1378	1286	92	0.933	1.77	15.88	108.32	320	268	52	0.838	1	3.62	359	336	23	0.936	0.44	4.78	639	622	17	0.973	0.33	0.75	77	134	35.94	21.32
20112012	Henrik Lundqvist	NYR	62	2935.5833333333	1376	1283	93	0.932	1.9	14.72	115.24	402	349	53	0.868	1.08	16.88	357	331	26	0.927	0.53	1.62	570	556	14	0.975	0.29	1.83	62	113	33.66	21.39
20112012	Jimmy Howard	DET	57	2612.0833333333	1133	1056	77	0.932	1.77	11.7	84.31	299	258	41	0.863	0.94	10.97	293	270	23	0.922	0.53	-0.33	484	471	13	0.973	0.3	0.44	63	82	35.57	22.23
20112012	Thomas Greiss	S.J	19	827.43333333333	366	341	25	0.932	1.81	3.65	23.73	82	69	13	0.841	0.94	1.25	83	79	4	0.952	0.29	2.42	185	177	8	0.957	0.58	-2.86	22	20	37.75	24.44
20112012	Niklas Backstrom	MIN	46	1999.1666666667	981	913	68	0.931	2.04	8.8	70.55	232	187	45	0.806	1.35	-4.67	244	234	10	0.959	0.3	8.88	469	457	12	0.974	0.36	1.03	53	109	37.23	20.25
20112012	Jose Theodore	FLA	53	2374.1333333333	1162	1081	81	0.93	2.05	9.97	86.67	294	248	46	0.844	1.16	5.1	282	264	18	0.936	0.45	3.82	546	529	17	0.969	0.43	-1.84	58	140	34.92	22.98
20112012	Roberto Luongo	VAN	55	2430.8333333333	1201	1117	84	0.93	2.07	10.02	91.33	333	279	54	0.838	1.33	3.88	284	266	18	0.937	0.44	3.98	529	517	12	0.977	0.3	2.69	49	126	35.79	23.6
20112012	Tomas Vokoun	WSH	48	2085.8	1034	961	73	0.929	2.1	7.95	76.69	247	200	47	0.81	1.35	-4.07	256	239	17	0.934	0.49	2.81	486	477	9	0.981	0.26	4.5	67	90	36.68	20.63
20112012	Miikka Kiprusoff	CGY	70	3252.05	1615	1501	114	0.929	2.1	12.43	119.45	394	335	59	0.85	1.09	9.49	403	368	35	0.913	0.65	-3.82	754	734	20	0.973	0.37	0.94	93	152	36.32	25.2
20112012	Jhonas Enroth	BUF	26	1093.3666666667	575	534	41	0.929	2.25	4.01	42.96	142	118	24	0.831	1.32	0.68	134	125	9	0.933	0.49	1.37	282	274	8	0.972	0.44	-0.17	54	43	37.21	23.17
20112012	Antti Niemi	S.J	68	3145.8166666667	1496	1389	107	0.928	2.04	10.11	112.08	376	317	59	0.843	1.13	6.36	364	336	28	0.923	0.53	0.17	683	664	19	0.972	0.36	-0.03	101	129	36.39	23.33
20112012	Joey MacDonald	DET	14	617.88333333333	248	230	18	0.927	1.75	1.41	19.52	67	51	16	0.761	1.55	-4.35	51	50	1	0.98	0.1	2.95	117	116	1	0.991	0.1	2.25	21	13	36.64	12.78
20112012	Pekka Rinne	NSH	73	3388.25	1747	1620	127	0.927	2.25	9.76	122.09	374	296	78	0.791	1.38	-12.99	472	439	33	0.93	0.58	3.52	835	819	16	0.981	0.28	7.19	92	117	35.88	19.25
20112012	Tuukka Rask	BOS	23	1049.35	493	457	36	0.927	2.06	2.59	34.71	125	110	15	0.88	0.86	6.73	152	137	15	0.901	0.86	-3.24	193	187	6	0.969	0.34	-0.64	39	35	37.11	27.89
20112012	Allen York	CBJ	11	305.31666666667	150	139	11	0.927	2.16	0.74	10.73	31	24	7	0.774	1.38	-1.61	34	34	0	1	0	2.63	78	74	4	0.949	0.79	-1.83	8	10	34.74	20
20112012	Braden Holtby	WSH	7	293.33333333333	151	140	11	0.927	2.25	0.82	11.86	41	35	6	0.854	1.23	1.13	31	28	3	0.903	0.61	-0.6	73	72	1	0.986	0.2	1.03	9	12	37.47	27.36
20112012	Peter Budaj	MTL	17	780.9	393	364	29	0.926	2.23	1.77	29.96	100	81	19	0.81	1.46	-1.62	97	90	7	0.928	0.54	0.51	186	183	3	0.984	0.23	2.17	28	33	36.31	27.24
20112012	Jeff Deslauriers	ANA	4	197.76666666667	94	87	7	0.926	2.12	0.36	8.39	34	30	4	0.882	1.21	1.91	16	14	2	0.875	0.61	-0.76	39	38	1	0.974	0.3	0.08	9	10	33.91	23.57
20112012	Devan Dubnyk	EDM	47	2105.8333333333	1084	1004	80	0.926	2.28	4.86	91	313	272	41	0.869	1.17	13.41	291	267	24	0.918	0.68	-1.48	452	437	15	0.967	0.43	-2.45	57	118	34.3	24.38
20112012	Richard Bachman	DAL	18	745.03333333333	377	349	28	0.926	2.25	1.51	29.5	100	85	15	0.85	1.21	2.38	95	89	6	0.937	0.48	1.35	174	167	7	0.96	0.56	-2.17	27	49	35.47	24.32
20112012	Matt Hackett	MIN	12	439.41666666667	242	224	18	0.926	2.46	0.94	17.77	53	43	10	0.811	1.37	-0.79	65	59	6	0.908	0.82	-0.97	120	118	2	0.983	0.27	1.33	8	26	36.51	22.78
20112012	Tim Thomas	BOS	59	2644.5833333333	1293	1196	97	0.925	2.2	4.22	86.31	302	248	54	0.821	1.23	-1.51	334	309	25	0.925	0.57	0.84	583	565	18	0.969	0.41	-1.81	73	105	39.16	25.93
20112012	Johan Hedberg	N.J	27	1227.1333333333	534	494	40	0.925	1.96	1.8	38.85	148	122	26	0.824	1.27	-0.27	130	120	10	0.923	0.49	0.06	234	230	4	0.983	0.2	2.5	38	40	37.19	25.75
20112012	Jean-Sebastien Giguere	COL	32	1462.7166666667	690	638	52	0.925	2.13	2.02	51.16	172	141	31	0.82	1.27	-1.1	161	146	15	0.907	0.62	-2.54	339	333	6	0.982	0.25	3.42	37	64	35.64	23.46
20112012	Ryan Miller	BUF	61	2826.25	1395	1290	105	0.925	2.23	4.21	107.42	372	315	57	0.847	1.21	7.66	373	345	28	0.925	0.59	0.86	597	577	20	0.966	0.42	-3.42	98	117	36.15	24.4
20112012	Kari Lehtonen	DAL	59	2703.3333333333	1274	1179	95	0.925	2.11	4.73	94.1	290	237	53	0.817	1.18	-2.59	330	305	25	0.924	0.55	0.53	599	582	17	0.972	0.38	-0.36	79	129	37.18	22
20112012	Semyon Varlamov	COL	53	2500.9166666667	1251	1157	94	0.925	2.26	3.93	98.47	359	292	67	0.813	1.61	-4.6	273	259	14	0.949	0.34	7.12	568	555	13	0.977	0.31	2.78	55	155	35.95	22.16
20112012	Scott Clemmensen	FLA	30	1266.2166666667	622	575	47	0.924	2.23	1.69	43.29	139	118	21	0.849	1	3.16	182	169	13	0.929	0.62	1.08	286	274	12	0.958	0.57	-4.06	31	58	35.89	29.68
20112012	Curtis Sanford	CBJ	36	1510.1166666667	738	682	56	0.924	2.22	1.77	52.4	177	141	36	0.797	1.43	-5.23	183	176	7	0.962	0.28	7.16	357	344	13	0.964	0.52	-3.08	39	48	35.74	23.05
20112012	Jacob Markstrom	FLA	7	312.46666666667	168	155	13	0.923	2.5	0.15	12.18	45	38	7	0.844	1.34	0.82	37	33	4	0.892	0.77	-1.14	82	80	2	0.976	0.38	0.28	9	11	35.79	22.38
20112012	Craig Anderson	OTT	63	2716.1166666667	1427	1316	111	0.922	2.45	0.71	110.81	393	329	64	0.837	1.41	4.31	343	311	32	0.907	0.71	-5.46	649	636	13	0.98	0.29	5.02	71	111	35.3	21.93
20112012	Carey Price	MTL	65	2985.7333333333	1467	1352	115	0.922	2.31	-0.16	109.16	395	330	65	0.835	1.31	3.66	340	305	35	0.897	0.7	-8.69	673	659	14	0.979	0.28	4.69	84	127	35.78	22.41
20112012	Josh Harding	MIN	34	1424.8166666667	755	695	60	0.921	2.53	-0.9	55.77	198	157	41	0.793	1.73	-6.58	174	163	11	0.937	0.46	2.46	360	352	8	0.978	0.34	2	31	78	35.35	19.48
20112012	Cam Ward	CAR	68	3121.2666666667	1681	1548	133	0.921	2.56	-1.4	140.13	475	386	89	0.813	1.71	-6.44	397	374	23	0.942	0.44	7.72	760	739	21	0.972	0.4	0.11	93	214	35.27	20.67
20112012	Ondrej Pavelec	WPG	68	3099.4	1573	1449	124	0.921	2.4	-0.86	125.48	430	357	73	0.83	1.41	1.74	412	376	36	0.913	0.7	-4.12	669	654	15	0.978	0.29	3.58	83	134	35.46	21.78
20112012	Ilya Bryzgalov	PHI	59	2562.1666666667	1206	1110	96	0.92	2.25	-1.59	98.26	320	261	59	0.816	1.38	-3.38	293	270	23	0.922	0.54	-0.33	533	519	14	0.974	0.33	0.8	74	132	35.63	19.75
20112012	Dan Ellis	ANA	10	321.45	150	138	12	0.92	2.24	-0.26	11.17	39	33	6	0.846	1.12	0.78	30	27	3	0.9	0.56	-0.68	73	70	3	0.959	0.56	-0.97	7	14	36.99	23.25
20112012	James Reimer	TOR	34	1478.7833333333	763	701	62	0.919	2.52	-2.27	58.26	190	157	33	0.826	1.34	0.03	206	182	24	0.883	0.97	-8.06	349	344	5	0.986	0.2	4.69	35	64	35.58	21.79
20112012	Evgeni Nabokov	NYI	42	1940.15	933	856	77	0.917	2.38	-3.96	79.1	263	217	46	0.825	1.42	-0.29	240	221	19	0.921	0.59	-0.43	393	381	12	0.969	0.37	-1.09	45	90	35.54	23.96
20112012	Henrik Karlsson	CGY	9	359.45	168	154	14	0.917	2.34	-0.85	13.4	49	43	6	0.878	1	2.52	37	35	2	0.946	0.33	0.86	79	73	6	0.924	1	-3.81	11	16	32.96	28.29
20112012	Jonas Hiller	ANA	73	3362.0333333333	1603	1468	135	0.916	2.41	-9.51	133.65	484	406	78	0.839	1.39	6.13	405	368	37	0.909	0.66	-5.66	651	631	20	0.969	0.36	-1.92	100	171	32.68	23.92
20112012	Nikolai Khabibulin	EDM	40	1737.05	846	774	72	0.915	2.49	-5.77	71.79	260	217	43	0.835	1.49	2.19	217	203	14	0.935	0.48	2.79	340	325	15	0.956	0.52	-5.56	51	86	34.14	21.28
20112012	Marc-Andre Fleury	PIT	67	3020.4666666667	1373	1256	117	0.915	2.32	-9.52	108.27	403	325	78	0.806	1.55	-7.95	346	321	25	0.928	0.5	1.77	566	553	13	0.977	0.26	2.72	75	132	34.99	23.3
20112012	Corey Crawford	CHI	57	2538.75	1182	1081	101	0.915	2.39	-8.47	91.58	359	293	66	0.816	1.56	-3.6	295	276	19	0.936	0.45	3.83	493	478	15	0.97	0.35	-1.31	59	90	32.85	19.65
20112012	Anders Lindback	NSH	16	615.91666666667	272	249	23	0.915	2.24	-1.71	23.34	83	71	12	0.855	1.17	2.43	64	58	6	0.906	0.58	-1.05	114	109	5	0.956	0.49	-1.83	12	29	32.24	23.48
20112012	Michal Neuvirth	WSH	38	1571.7166666667	738	674	64	0.913	2.44	-6.23	51.28	176	142	34	0.807	1.3	-3.41	221	203	18	0.919	0.69	-0.9	307	296	11	0.964	0.42	-2.47	30	41	35.97	23.64
20112012	Kevin Poulin	NYI	6	243.63333333333	126	115	11	0.913	2.71	-1.14	10.96	39	33	6	0.846	1.48	0.78	27	25	2	0.926	0.49	0.09	53	50	3	0.943	0.74	-1.53	4	15	36.89	22.64
20112012	Steve Mason	CBJ	46	1992.05	1080	985	95	0.912	2.86	-10.45	73.63	263	204	59	0.776	1.78	-13.29	261	238	23	0.912	0.69	-2.8	520	507	13	0.975	0.39	1.44	57	89	35.28	20.28
20112012	Sergei Bobrovsky	PHI	29	1135.5166666667	557	508	49	0.912	2.59	-5.4	48.42	148	123	25	0.831	1.32	0.73	160	141	19	0.881	1	-6.62	234	229	5	0.979	0.26	1.5	35	72	34.39	19.84
20112012	Ty Conklin	DET	15	646.36666666667	302	275	27	0.911	2.51	-3.36	22.99	86	66	20	0.767	1.86	-5.05	76	72	4	0.947	0.37	1.88	124	121	3	0.976	0.28	0.44	17	21	35.66	17.96
20112012	Ben Bishop	OTT	10	410.01666666667	180	164	16	0.911	2.34	-1.91	11.96	45	37	8	0.822	1.17	-0.18	34	28	6	0.824	0.88	-3.37	99	97	2	0.98	0.29	0.75	8	11	35.94	22.88
20112012	Anders Nilsson	NYI	4	168.11666666667	90	82	8	0.911	2.86	-0.95	7.83	30	26	4	0.867	1.43	1.21	24	23	1	0.958	0.36	0.86	33	30	3	0.909	1.07	-2.08	7	11	31.22	27.13
20112012	Martin Brodeur	N.J	59	2710.65	1169	1064	105	0.91	2.32	-13.49	85.72	277	216	61	0.78	1.35	-12.85	322	294	28	0.913	0.62	-3.08	531	515	16	0.97	0.35	-1.25	49	88	36.66	21.17
20112012	Martin Biron	NYR	21	949.83333333333	398	362	36	0.91	2.27	-4.84	32.7	115	95	20	0.826	1.26	-0.01	100	91	9	0.91	0.57	-1.26	169	162	7	0.959	0.44	-2.31	23	55	34.66	22.61
20112012	Dustin Tokarski	T.B	5	203.91666666667	100	91	9	0.91	2.65	-1.17	7.87	32	25	7	0.781	2.06	-1.44	29	27	2	0.931	0.59	0.24	35	35	0	1	0	0.97	7	7	33.94	17
20112012	Mathieu Garon	T.B	48	1972.5333333333	925	841	84	0.909	2.56	-11.59	72.16	254	204	50	0.803	1.52	-5.85	262	237	25	0.905	0.76	-4.73	377	368	9	0.976	0.27	1.47	58	79	35.49	23.5
20112012	Drew MacIntyre	BUF	2	33.483333333333	11	10	1	0.909	1.79	-0.14	0.48	4	3	1	0.75	1.79	-0.3	1	1	0	1	0	0.08	5	5	0	1	0	0.14	0	0	36.27	8
20112012	Ben Scrivens	TOR	12	543.66666666667	284	258	26	0.908	2.87	-3.77	24.71	84	73	11	0.869	1.21	3.6	69	60	9	0.87	0.99	-3.66	123	117	6	0.951	0.66	-2.58	17	38	33.22	24.65
20112012	Alex Auld	OTT	14	478.41666666667	216	196	20	0.907	2.51	-3.09	18.57	52	39	13	0.75	1.63	-3.96	60	57	3	0.95	0.38	1.64	98	94	4	0.959	0.5	-1.28	13	31	34.99	20.15
20112012	Rick DiPietro	NYI	8	334.05	140	127	13	0.907	2.33	-2.04	11.94	38	29	9	0.763	1.62	-2.39	31	28	3	0.903	0.54	-0.6	63	62	1	0.984	0.18	0.75	8	19	37.25	22
20112012	Jason LaBarbera	PHX	19	786.78333333333	372	337	35	0.906	2.67	-5.88	29.94	82	64	18	0.78	1.37	-3.75	94	86	8	0.915	0.61	-0.73	183	174	9	0.951	0.69	-3.92	22	40	37.47	24.03
20112012	Jonathan Bernier	L.A	16	681.93333333333	278	252	26	0.906	2.29	-4.24	21.87	69	52	17	0.754	1.5	-5.01	70	62	8	0.886	0.7	-2.58	127	126	1	0.992	0.09	2.53	21	25	35.05	17.62
20112012	Chris Mason	WPG	20	778.75	316	286	30	0.905	2.31	-5.26	27.65	84	67	17	0.798	1.31	-2.4	79	74	5	0.937	0.39	1.11	143	135	8	0.944	0.62	-4.03	26	33	35.88	22.47
20112012	Jonas Gustavsson	TOR	42	1873.9666666667	915	828	87	0.905	2.79	-15.37	74.21	259	215	44	0.83	1.41	1.02	243	211	32	0.868	1.02	-13.2	379	368	11	0.971	0.35	-0.47	47	72	34.68	22.85
20112012	Leland Irving	CGY	7	308.03333333333	185	167	18	0.903	3.51	-3.52	13.73	42	32	10	0.762	1.95	-2.7	62	58	4	0.935	0.78	0.8	72	68	4	0.944	0.78	-2	9	18	35.39	23.83
20112012	Dwayne Roloson	T.B	40	1645.65	827	744	83	0.9	3.03	-18.26	64.65	236	185	51	0.784	1.86	-9.98	244	225	19	0.922	0.69	-0.12	314	301	13	0.959	0.47	-4.28	55	77	34.82	23.11
20112012	Brian Boucher	CAR	10	434.6	200	180	20	0.9	2.76	-4.34	16.61	51	40	11	0.784	1.52	-2.14	61	55	6	0.902	0.83	-1.28	83	80	3	0.964	0.41	-0.69	14	16	33.98	21.75
20112012	Al Montoya	NYI	31	1366.0333333333	651	586	65	0.9	2.85	-14.04	54.44	205	168	37	0.82	1.63	-1.37	168	151	17	0.899	0.75	-4	248	238	10	0.96	0.44	-3.11	51	55	34.97	27.26
20112012	Ray Emery	CHI	34	1426.0666666667	643	578	65	0.899	2.73	-14.66	53	199	163	36	0.819	1.51	-1.41	166	148	18	0.892	0.76	-5.16	248	237	11	0.956	0.46	-4.11	41	61	31.39	22.14
20112012	Andrew Raycroft	DAL	10	430.56666666667	242	215	27	0.888	3.76	-8.06	16.35	48	36	12	0.75	1.67	-3.66	63	56	7	0.889	0.98	-2.13	123	115	8	0.935	1.11	-4.58	15	28	37.98	28.37
20112012	Brent Johnson	PIT	16	638.95	283	251	32	0.887	3	-9.85	24.26	100	76	24	0.76	2.25	-6.62	54	49	5	0.907	0.47	-0.82	115	112	3	0.974	0.28	0.19	14	34	34.71	17.19
20112012	Brad Thiessen	PIT	5	205.75	81	71	10	0.877	2.92	-3.66	6.04	18	12	6	0.667	1.75	-2.87	22	18	4	0.818	1.17	-2.3	38	38	0	1	0	1.06	4	4	35.72	16.6
20112012	Marty Turco	BOS	5	222.13333333333	88	77	11	0.875	2.97	-4.11	8.03	24	16	8	0.667	2.16	-3.83	22	19	3	0.864	0.81	-1.3	41	41	0	1	0	1.14	6	6	34.22	19.45
20112012	Sebastien Caron	T.B	3	97.683333333333	47	41	6	0.872	3.69	-2.32	3.47	9	6	3	0.667	1.84	-1.44	19	18	1	0.947	0.61	0.47	19	17	2	0.895	1.23	-1.47	3	5	35.7	48
20112012	Jussi Rynnas	TOR	2	79.566666666667	30	26	4	0.867	3.02	-1.65	2.41	6	4	2	0.667	1.51	-0.96	12	10	2	0.833	1.51	-1.07	9	9	0	1	0	0.25	5	1	41.97	24.25
20112012	Iiro Tarkki	ANA	1	29	9	7	2	0.778	4.14	-1.3	0.87	1	1	0	1	0	0.17	4	4	0	1	0	0.31	4	2	2	0.5	4.14	-1.89	0	0	28.44	28
20112012	Shawn Hunwick	CBJ	1	2.55	0	0	0	-	0	0	0	0	0	0	-	0	0	0	0	0	-	0	0	0	0	0	-	0	0	0	0	-	-
20122013	Jeff Frazee	N.J	1	18.6	3	3	0	1	0	0.24	0.3	1	1	0	1	0	0.17	1	1	0	1	0	0.08	1	1	0	1	0	0.03	0	0	30	-
20122013	Jussi Rynnas	TOR	1	6.3333333333333	2	2	0	1	0	0.16	0.31	1	1	0	1	0	0.17	1	1	0	1	0	0.08	0	0	0	-	0	0	2	0	23.5	-
20122013	Chad Johnson	PHX	4	186.18333333333	86	84	2	0.977	0.64	4.81	6.01	18	16	2	0.889	0.64	1.11	19	19	0	1	0	1.48	49	49	0	1	0	1.38	1	8	34.12	15
20122013	Philipp Grubauer	WSH	2	68.633333333333	38	36	2	0.947	1.75	1.01	3.49	16	14	2	0.875	1.75	0.76	12	12	0	1	0	0.94	8	8	0	1	0	0.23	3	2	32.61	11.5
20122013	Sami Aittokallio	COL	1	41.866666666667	18	17	1	0.944	1.43	0.43	1.47	5	5	0	1	0	0.86	3	2	1	0.667	1.43	-0.77	10	10	0	1	0	0.28	2	1	37.28	29
20122013	Craig Anderson	OTT	24	1086.6	496	467	29	0.942	1.6	10.29	36.03	130	110	20	0.846	1.1	2.44	102	95	7	0.931	0.39	0.97	254	252	2	0.992	0.11	5.15	28	44	36.31	16.9
20122013	Sergei Bobrovsky	CBJ	38	1743.4833333333	860	809	51	0.941	1.76	17.12	63.25	222	191	31	0.86	1.07	7.32	203	195	8	0.961	0.28	7.86	411	399	12	0.971	0.41	-0.44	35	84	34.97	23.45
20122013	Jimmy Howard	DET	42	1870.05	865	813	52	0.94	1.67	16.51	63.79	244	205	39	0.84	1.25	3.12	205	198	7	0.966	0.22	9.01	386	380	6	0.984	0.19	4.86	42	71	35.02	18.15
20122013	Tomas Vokoun	PIT	20	801.16666666667	411	386	25	0.939	1.87	7.55	29.45	103	88	15	0.854	1.12	2.78	111	106	5	0.955	0.37	3.67	180	176	4	0.978	0.3	1.06	18	42	36.5	23.88
20122013	Jonathan Bernier	L.A	14	629.88333333333	240	225	15	0.938	1.43	4.01	19.75	63	52	11	0.825	1.05	-0.13	57	56	1	0.982	0.1	3.45	110	107	3	0.973	0.29	0.09	14	28	35.09	19.07
20122013	Jonas Hiller	ANA	26	1186.7333333333	498	467	31	0.938	1.57	8.44	41.12	139	121	18	0.871	0.91	5.99	117	109	8	0.932	0.4	1.14	223	218	5	0.978	0.25	1.27	39	53	34.07	25.71
20122013	Tuukka Rask	BOS	36	1694.2666666667	791	741	50	0.937	1.77	12.65	62.65	214	187	27	0.874	0.96	9.94	209	191	18	0.914	0.64	-1.67	343	338	5	0.985	0.18	4.65	55	82	36.24	20.84
20122013	Henrik Lundqvist	NYR	43	2046.6	909	851	58	0.936	1.7	14	75.7	238	209	29	0.878	0.85	12.08	246	228	18	0.927	0.53	1.22	391	381	10	0.974	0.29	1	47	89	34.6	22.71
20122013	Petr Mrazek	DET	2	99.433333333333	46	43	3	0.935	1.81	0.64	2.34	5	4	1	0.8	0.6	-0.14	12	10	2	0.833	1.21	-1.06	24	24	0	1	0	0.68	3	3	43.87	28.67
20122013	Nikolai Khabibulin	EDM	12	534.05	302	282	20	0.934	2.25	3.92	25.22	78	71	7	0.91	0.79	6.46	107	96	11	0.897	1.24	-2.64	112	110	2	0.982	0.22	1.15	15	28	32.7	25.3
20122013	Jhonas Enroth	BUF	12	492.96666666667	259	242	17	0.934	2.07	3.51	18.26	63	53	10	0.841	1.22	0.87	62	59	3	0.952	0.37	1.84	127	123	4	0.969	0.49	-0.43	26	15	37.57	25
20122013	Robin Lehner	OTT	12	578.61666666667	329	307	22	0.933	2.28	4.06	24.1	85	76	9	0.894	0.93	5.67	86	78	8	0.907	0.83	-1.28	150	146	4	0.973	0.41	0.22	15	34	35.17	29.73
20122013	Corey Crawford	CHI	30	1372.75	586	546	40	0.932	1.75	6.41	44.78	169	142	27	0.84	1.18	2.17	148	140	8	0.946	0.35	3.56	248	244	4	0.984	0.17	2.98	26	51	33.04	23.13
20122013	Braden Holtby	WSH	36	1645.2666666667	869	809	60	0.931	2.19	8.83	63.83	202	174	28	0.861	1.02	6.87	222	203	19	0.914	0.69	-1.66	423	411	12	0.972	0.44	-0.1	37	84	35.72	25.93
20122013	Antti Niemi	S.J	43	2036.75	942	876	66	0.93	1.94	8.61	68.18	216	180	36	0.833	1.06	1.28	239	221	18	0.925	0.53	0.67	457	446	11	0.976	0.32	1.86	57	96	36.66	25.29
20122013	Cory Schneider	VAN	30	1323.2833333333	632	587	45	0.929	2.04	5.06	49.01	186	160	26	0.86	1.18	6.11	156	144	12	0.923	0.54	0.19	264	258	6	0.977	0.27	1.43	39	67	35.67	23.49
20122013	Martin Biron	NYR	6	282.38333333333	125	116	9	0.928	1.91	0.9	11	37	31	6	0.838	1.27	0.39	29	27	2	0.931	0.42	0.27	56	55	1	0.982	0.21	0.58	7	9	32.78	20.22
20122013	Jason LaBarbera	PHX	15	573.81666666667	318	295	23	0.928	2.4	2.19	28.51	105	88	17	0.838	1.78	1.12	72	70	2	0.972	0.21	3.62	137	133	4	0.971	0.42	-0.15	21	50	31.15	22.35
20122013	Pekka Rinne	NSH	43	1963.5666666667	884	820	64	0.928	1.96	6.02	63.86	202	166	36	0.822	1.1	-1.13	251	233	18	0.928	0.55	1.61	413	403	10	0.976	0.31	1.62	47	62	34.04	21.53
20122013	Ben Bishop	OTT, T.B	22	1005.3	544	505	39	0.928	2.33	4.09	41.22	129	109	20	0.845	1.19	2.27	163	150	13	0.92	0.78	-0.27	237	231	6	0.975	0.36	0.67	35	66	36.36	24.77
20122013	Ray Emery	CHI	21	893.55	358	332	26	0.927	1.75	2.36	30.82	106	91	15	0.858	1.01	3.3	95	89	6	0.937	0.4	1.42	146	141	5	0.966	0.34	-0.89	21	37	31.8	21.65
20122013	Marc-Andre Fleury	PIT	33	1458.0833333333	700	649	51	0.927	2.1	4.44	52.63	181	147	34	0.812	1.4	-2.76	167	155	12	0.928	0.49	1.05	329	324	5	0.985	0.21	4.26	33	70	35.88	20
20122013	Kari Lehtonen	DAL	36	1539.9	786	727	59	0.925	2.3	3.26	65.75	240	203	37	0.846	1.44	4.43	193	181	12	0.938	0.47	3.08	327	317	10	0.969	0.39	-0.8	37	91	33.28	17.83
20122013	Mike Smith	PHX	34	1503.5333333333	740	684	56	0.924	2.23	2.61	55.21	223	196	27	0.879	1.08	11.49	170	149	21	0.876	0.84	-7.72	329	321	8	0.976	0.32	1.26	33	72	34.02	23.96
20122013	James Reimer	TOR	33	1456.6333333333	807	746	61	0.924	2.51	2.92	61.17	205	172	33	0.839	1.36	2.39	188	170	18	0.904	0.74	-3.31	392	382	10	0.974	0.41	1.03	52	78	36.23	25.85
20122013	Viktor Fasth	ANA	25	1150.2	541	500	41	0.924	2.14	1.85	44.76	155	130	25	0.839	1.3	1.75	134	124	10	0.925	0.52	0.47	234	228	6	0.974	0.31	0.58	21	60	33.14	25.44
20122013	Ryan Miller	BUF	40	1738.25	941	869	72	0.923	2.49	2.53	73.49	258	215	43	0.833	1.48	1.53	272	255	17	0.938	0.59	4.25	389	377	12	0.969	0.41	-1.06	74	84	34.82	23.82
20122013	Brian Elliott	STL	24	1015.25	414	382	32	0.923	1.89	0.79	31.93	104	87	17	0.837	1	0.95	101	92	9	0.911	0.53	-1.11	191	185	6	0.969	0.35	-0.63	22	31	34.71	21.72
20122013	Devan Dubnyk	EDM	38	1623.1333333333	861	795	66	0.923	2.44	2.2	71.63	241	205	36	0.851	1.33	5.6	265	249	16	0.94	0.59	4.7	327	314	13	0.96	0.48	-3.8	56	83	33.81	25.89
20122013	Martin Brodeur	N.J	29	1349.75	497	458	39	0.922	1.73	0.37	36.65	123	101	22	0.821	0.98	-0.77	121	111	10	0.917	0.44	-0.55	232	225	7	0.97	0.31	-0.47	30	38	36.6	24.18
20122013	Dan Ellis	CAR	19	809.78333333333	437	403	34	0.922	2.52	0.61	37.57	131	104	27	0.794	2	-4.39	109	105	4	0.963	0.3	4.51	187	184	3	0.984	0.22	2.26	26	44	32.39	16.21
20122013	Carey Price	MTL	39	1718.3166666667	780	719	61	0.922	2.13	0.78	57.99	194	159	35	0.82	1.22	-1.51	186	174	12	0.935	0.42	2.53	376	363	13	0.965	0.45	-2.42	52	65	36.19	25.54
20122013	Roberto Luongo	VAN	20	931.63333333333	441	406	35	0.921	2.25	-0.07	33.77	112	92	20	0.821	1.29	-0.67	145	136	9	0.938	0.58	2.33	172	166	6	0.965	0.39	-1.16	17	36	34.3	23.03
20122013	Ben Scrivens	TOR	20	805.95	441	406	35	0.921	2.61	-0.07	33.05	101	77	24	0.762	1.79	-6.57	100	94	6	0.94	0.45	1.81	229	224	5	0.978	0.37	1.44	27	46	38.45	22.63
20122013	Anton Khudobin	BOS	14	626.41666666667	297	273	24	0.919	2.3	-0.48	19.89	67	54	13	0.806	1.25	-1.43	73	66	7	0.904	0.67	-1.3	147	144	3	0.98	0.29	1.14	14	28	36.12	19.79
20122013	Jean-Sebastien Giguere	COL	18	727.05	366	336	30	0.918	2.48	-1.01	27.7	92	74	18	0.804	1.49	-2.12	93	87	6	0.935	0.5	1.26	168	162	6	0.964	0.5	-1.27	16	34	35.68	22.3
20122013	Peter Budaj	MTL	13	466.23333333333	194	178	16	0.918	2.06	-0.63	12.23	32	23	9	0.719	1.16	-3.48	48	42	6	0.875	0.77	-2.25	108	107	1	0.991	0.13	2.04	15	13	39.51	22.69
20122013	Cam Ward	CAR	17	697.66666666667	354	325	29	0.918	2.49	-0.96	29.24	100	82	18	0.82	1.55	-0.74	82	79	3	0.963	0.26	3.41	165	158	7	0.958	0.6	-2.36	16	45	34.97	24.9
