Season	Player	Team	GP	TOI	Shots Against	Saves	Goals Against	SV%	GAA	GSAA	xG Against	HD Shots Against	HD Saves	HD Goals Against	HDSV%	HDGAA	HDGSAA	MD Shots Against	MD Saves	MD Goals Against	MDSV%	MDGAA	MDGSAA	LD Shots Against	LD Saves	LD Goals Against	LDSV%	LDGAA	LDGSAA	Rush Attempts Against	Rebound Attempts Against	Avg. Shot Distance	Avg. Goal Distance
20072008	Craig Anderson	FLA	17	934.93333333333	535	500	35	0.935	2.25	13.61	43.9	130	111	19	0.854	1.22	5.98	143	136	7	0.951	0.45	5.57	248	240	8	0.968	0.51	1.55	22	52	35.27	26.86
20072008	Jonas Hiller	ANA	23	1223.1166666667	578	536	42	0.927	2.06	10.52	53.49	172	148	24	0.86	1.18	9.05	156	146	10	0.936	0.49	3.71	239	231	8	0.967	0.39	1.21	21	62	33.94	28.55
20072008	Erik Ersberg	L.A	14	798.98333333333	452	419	33	0.927	2.48	8.07	36.73	97	76	21	0.784	1.58	-2.36	122	116	6	0.951	0.45	4.72	226	220	6	0.973	0.45	2.7	17	31	36.99	20.09
20072008	Dan Ellis	NSH	44	2228.55	1147	1060	87	0.924	2.34	17.22	92.61	263	217	46	0.825	1.24	4.53	304	276	28	0.908	0.75	-1.29	554	541	13	0.977	0.35	8.34	46	103	35.25	22.95
20072008	Ty Conklin	PIT	33	1865.55	1013	935	78	0.923	2.51	14.04	75.45	234	186	48	0.795	1.54	-3.04	237	220	17	0.928	0.55	3.83	512	500	12	0.977	0.39	7.72	45	92	37.45	23.81
20072008	Jean-Sebastien Giguere	ANA	58	3285.4166666667	1507	1390	117	0.922	2.14	19.93	126.83	390	334	56	0.856	1.02	18.94	400	363	37	0.908	0.68	-1.85	675	652	23	0.966	0.42	3	73	118	35.92	25.63
20072008	Tim Thomas	BOS	57	3341.9833333333	1730	1594	136	0.921	2.44	21.19	134.28	455	375	80	0.824	1.44	7.42	431	397	34	0.921	0.61	3.87	750	730	20	0.973	0.36	8.89	89	144	40.82	24.93
20072008	Marc-Andre Fleury	PIT	35	1857.4333333333	908	836	72	0.921	2.33	10.5	77.57	215	175	40	0.814	1.29	1.31	268	248	20	0.925	0.65	3.55	394	382	12	0.97	0.39	3.18	44	97	36.33	23.78
20072008	Martin Brodeur	N.J	77	4613.1666666667	2088	1920	168	0.92	2.19	21.72	170.63	554	460	94	0.83	1.22	12.45	529	488	41	0.922	0.53	5.49	958	925	33	0.966	0.43	3.9	73	155	36.37	23.84
20072008	Ilya Bryzgalov	ANA, PHX	64	3574.4166666667	1829	1682	147	0.92	2.47	19.19	159.29	427	352	75	0.824	1.26	7.04	546	503	43	0.921	0.72	4.98	798	770	28	0.965	0.47	2.74	77	158	36.56	24.95
20072008	Cristobal Huet	MTL, WSH	52	3009.5333333333	1479	1361	118	0.92	2.35	16.39	124.57	360	303	57	0.842	1.14	12.17	396	361	35	0.912	0.7	-0.2	662	637	25	0.962	0.5	0.5	88	136	38.4	27.06
20072008	Carey Price	MTL	41	2413.3666666667	1282	1179	103	0.92	2.56	13.49	110.5	342	279	63	0.816	1.57	2.71	344	318	26	0.924	0.65	4.23	559	545	14	0.975	0.35	7.53	69	123	35.95	24.9
20072008	Niklas Backstrom	MIN	58	3408.6333333333	1629	1498	131	0.92	2.31	17.02	122.71	342	274	68	0.801	1.2	-2.29	392	355	37	0.906	0.65	-2.55	847	823	24	0.972	0.42	8.62	78	131	38.67	24.64
20072008	Tomas Vokoun	FLA	69	3991.3666666667	2213	2033	180	0.919	2.71	21.08	180.27	530	427	103	0.806	1.55	-1.16	599	552	47	0.922	0.71	5.64	1035	1007	28	0.973	0.42	11.86	77	203	37.25	27.39
20072008	Pascal Leclaire	CBJ	54	2986.1166666667	1374	1263	111	0.919	2.23	13.85	103.77	307	250	57	0.814	1.15	1.99	345	320	25	0.928	0.5	5.32	688	661	27	0.961	0.54	-0.5	59	86	37.28	27.86
20072008	Wade Dubielewicz	NYI	20	1132.3833333333	627	576	51	0.919	2.7	5.97	64	193	162	31	0.839	1.64	6.08	205	194	11	0.946	0.58	7.01	214	205	9	0.958	0.48	-0.76	31	70	33.2	22.88
20072008	Martin Biron	PHI	62	3499.0666666667	1863	1710	153	0.918	2.62	16.28	147.98	422	342	80	0.81	1.37	1.08	459	420	39	0.915	0.67	1.33	913	879	34	0.963	0.58	1.17	91	149	38.23	22.53
20072008	Roberto Luongo	VAN	73	4172.4333333333	2026	1858	168	0.917	2.42	16.09	175.17	507	408	99	0.805	1.42	-1.58	516	475	41	0.921	0.59	4.34	953	925	28	0.971	0.4	8.71	103	194	37.13	23.23
20072008	Steve Valiquette	NYR	13	685.58333333333	296	271	25	0.916	2.19	1.9	22.98	74	62	12	0.838	1.05	2.22	68	61	7	0.897	0.61	-1.02	134	128	6	0.955	0.53	-0.84	17	19	37.36	19.84
20072008	Kari Lehtonen	ATL	48	2710.1333333333	1560	1429	131	0.916	2.9	10.75	122.03	385	313	72	0.813	1.59	1.97	443	412	31	0.93	0.69	7.93	704	676	28	0.96	0.62	-0.88	59	135	35.71	23.56
20072008	Chris Osgood	DET	43	2413.3	976	892	84	0.914	2.09	4.68	84.07	271	230	41	0.849	1.02	11.07	269	248	21	0.922	0.52	2.64	402	381	21	0.948	0.52	-5.52	35	70	35.3	26.5
20072008	Mathieu Garon	EDM	47	2655.5666666667	1359	1241	118	0.913	2.67	5.48	117.49	307	244	63	0.795	1.42	-4.01	353	322	31	0.912	0.7	0.02	667	643	24	0.964	0.54	1.69	74	146	37.29	24.15
20072008	Henrik Lundqvist	NYR	72	4284.8	1823	1663	160	0.912	2.24	5.64	172.58	617	524	93	0.849	1.3	25.55	511	479	32	0.937	0.45	12.9	623	589	34	0.945	0.48	-10	97	176	34.03	22.59
20072008	Manny Legace	STL	66	3645.6833333333	1648	1501	147	0.911	2.42	2.74	142.35	400	335	65	0.838	1.07	11.86	554	505	49	0.912	0.81	-0.32	636	606	30	0.953	0.49	-5.5	79	127	33.94	25.46
20072008	Jose Theodore	COL	53	3028.0833333333	1367	1244	123	0.91	2.44	1.21	117.79	383	319	64	0.833	1.27	9.59	371	337	34	0.908	0.67	-1.4	565	540	25	0.956	0.5	-3.24	68	157	35.7	24.17
20072008	Evgeni Nabokov	S.J	77	4495.55	1802	1639	163	0.91	2.18	0.74	156.03	473	383	90	0.81	1.2	0.88	477	431	46	0.904	0.61	-4.08	791	764	27	0.966	0.36	3.47	103	179	37.07	26.11
20072008	Jason LaBarbera	L.A	45	2420.7	1339	1218	121	0.91	3	0.67	124.18	398	323	75	0.812	1.86	1.47	351	324	27	0.923	0.67	3.84	552	533	19	0.966	0.47	2.26	67	157	35.25	22.95
20072008	Martin Gerber	OTT	57	3197.1166666667	1618	1473	145	0.91	2.72	2.02	144.89	455	373	82	0.82	1.54	5.42	469	433	36	0.923	0.68	5.21	644	618	26	0.96	0.49	-1.2	90	167	35.27	24.91
20072008	Marty Turco	DAL	62	3628.5166666667	1543	1403	140	0.909	2.31	0.2	137.29	406	325	81	0.8	1.34	-2.99	457	419	38	0.917	0.63	2.16	639	618	21	0.967	0.35	3.61	89	142	35.02	22.43
20072008	Nikolai Khabibulin	CHI	50	2873.8166666667	1387	1260	127	0.908	2.65	-0.97	118.85	391	321	70	0.821	1.46	5.13	416	382	34	0.918	0.71	2.56	552	529	23	0.958	0.48	-1.74	55	85	34.45	25.08
20072008	Brent Johnson	WSH	19	1032.0166666667	500	454	46	0.908	2.67	-0.57	41.45	135	110	25	0.815	1.45	0.94	127	117	10	0.921	0.58	1.16	226	215	11	0.951	0.64	-2.3	33	42	36.47	24.89
20072008	Mikael Tellqvist	PHX	22	1224.0666666667	607	551	56	0.908	2.74	-0.85	48.96	145	113	32	0.779	1.57	-4.14	181	163	18	0.901	0.88	-2.09	263	257	6	0.977	0.29	4.13	23	43	36.8	21.8
20072008	Josh Harding	MIN	29	1572.85	838	761	77	0.908	2.94	-0.86	65.99	205	166	39	0.81	1.49	0.39	230	202	28	0.878	1.07	-7.79	385	375	10	0.974	0.38	4.83	48	68	36.15	22.91
20072008	Antero Niittymaki	PHI	28	1404.9	739	670	69	0.907	2.95	-1.85	59.79	191	153	38	0.801	1.62	-1.3	178	160	18	0.899	0.77	-2.36	350	337	13	0.963	0.56	0.48	45	67	36.79	25.84
20072008	Alex Auld	BOS, PHX	32	1722.2833333333	827	750	77	0.907	2.68	-1.86	68.16	223	178	45	0.798	1.57	-2.15	224	204	20	0.911	0.7	-0.32	350	339	11	0.969	0.38	2.48	47	70	38.61	23.51
20072008	Miikka Kiprusoff	CGY	76	4378.3166666667	2096	1899	197	0.906	2.7	-6.55	166.19	503	411	92	0.817	1.26	4.65	580	525	55	0.905	0.75	-4.03	955	905	50	0.948	0.69	-13.22	102	164	37.07	25.63
20072008	Ryan Miller	BUF	76	4474.3	2101	1904	197	0.906	2.64	-6.1	169.83	506	399	107	0.789	1.43	-9.78	612	567	45	0.926	0.6	8.78	934	889	45	0.952	0.6	-9.03	144	162	37.24	25.62
20072008	Vesa Toskala	TOR	66	3799.5666666667	1823	1648	175	0.904	2.76	-9.36	167.51	493	400	93	0.811	1.47	1.73	505	465	40	0.921	0.63	4.38	766	725	41	0.946	0.65	-11.5	89	171	35.8	24.62
20072008	Dany Sabourin	PIT	24	1221.5166666667	596	539	57	0.904	2.8	-2.85	51.04	163	131	32	0.804	1.57	-0.68	153	137	16	0.895	0.79	-2.56	260	252	8	0.969	0.39	2.01	35	69	36.9	23.3
20072008	Cam Ward	CAR	69	3930.1333333333	1869	1689	180	0.904	2.75	-10.18	171.52	541	434	107	0.802	1.63	-3.05	482	442	40	0.917	0.61	2.36	816	784	32	0.961	0.49	-0.57	89	224	34.57	22.21
20072008	Peter Budaj	COL	35	1911.5166666667	849	767	82	0.903	2.57	-4.86	69.54	216	168	48	0.778	1.51	-6.5	222	202	20	0.91	0.63	-0.49	385	371	14	0.964	0.44	0.83	36	85	35.66	20.63
20072008	Dominik Hasek	DET	41	2350.0666666667	855	771	84	0.902	2.14	-6.31	77	239	192	47	0.803	1.2	-1.08	217	195	22	0.899	0.56	-2.93	354	340	14	0.96	0.36	-0.37	45	61	36.29	28.9
20072008	Rick DiPietro	NYI	63	3707.2166666667	1779	1605	174	0.902	2.82	-12.35	156.84	492	409	83	0.831	1.34	11.53	496	438	58	0.883	0.94	-14.41	718	687	31	0.957	0.5	-3.34	93	169	36.48	27.56
20072008	Dwayne Roloson	EDM	43	2340.2	1204	1085	119	0.901	3.05	-9.6	102.11	297	236	61	0.795	1.56	-3.93	299	265	34	0.886	0.87	-7.73	583	559	24	0.959	0.62	-1.54	74	120	36.84	24.55
20072008	Mike Smith	DAL, T.B	34	1945.6833333333	848	764	84	0.901	2.59	-6.95	69	216	172	44	0.796	1.36	-2.5	262	233	29	0.889	0.89	-5.98	349	338	11	0.968	0.34	2.44	50	70	35.62	22.02
20072008	Karri Ramo	T.B	22	1268.7166666667	632	568	64	0.899	3.03	-6.57	48.94	156	125	31	0.801	1.47	-1.03	185	169	16	0.914	0.76	0.26	275	258	17	0.938	0.8	-6.41	28	50	37.49	31.36
20072008	Chris Mason	NSH	51	2691.8333333333	1278	1148	130	0.898	2.9	-13.88	104.52	321	245	76	0.763	1.69	-14.32	366	330	36	0.902	0.8	-3.84	553	535	18	0.967	0.4	3.3	71	91	34.59	23.12
20072008	Patrick Lalime	CHI	32	1828.1	835	749	86	0.897	2.82	-10.13	68.91	231	184	47	0.797	1.54	-2.62	248	228	20	0.919	0.66	1.79	339	320	19	0.944	0.62	-5.94	34	44	33.3	24.33
20072008	Curtis Sanford	VAN	16	677.01666666667	312	280	32	0.897	2.84	-3.65	26.41	69	54	15	0.783	1.33	-1.74	92	83	9	0.902	0.8	-0.92	143	135	8	0.944	0.71	-2.49	20	32	38.06	27.47
20072008	Fredrik Norrena	CBJ	37	1961.1166666667	856	767	89	0.896	2.72	-11.22	66.47	209	160	49	0.766	1.5	-8.84	236	207	29	0.877	0.89	-8.26	394	383	11	0.972	0.34	4.18	43	58	35.24	21.18
20072008	Olie Kolzig	WSH	54	3153.6333333333	1423	1270	153	0.892	2.91	-23.7	121.41	361	267	94	0.74	1.79	-24.64	377	341	36	0.905	0.68	-2.87	633	610	23	0.964	0.44	1.38	52	126	37.56	21.47
20072008	Johan Hedberg	ATL	36	1927.2333333333	1026	915	111	0.892	3.46	-17.77	79.06	240	180	60	0.75	1.87	-13.89	259	231	28	0.892	0.87	-5.24	497	475	22	0.956	0.68	-2.86	51	84	37.04	24.67
20072008	Ray Emery	OTT	31	1688.3833333333	800	712	88	0.89	3.13	-15.31	64.42	189	140	49	0.741	1.74	-12.69	236	215	21	0.911	0.75	-0.26	348	330	18	0.948	0.64	-4.6	48	81	36.43	22.82
20072008	Johan Holmqvist	DAL, T.B	47	2548.2666666667	1163	1034	129	0.889	3.04	-23.33	91.06	275	208	67	0.756	1.58	-14.16	354	317	37	0.895	0.87	-5.89	501	477	24	0.952	0.57	-4.7	66	72	39.44	29.58
20072008	Jean-Sebastien Aubin	L.A	19	827.3	385	341	44	0.886	3.19	-9.02	36.59	98	76	22	0.776	1.6	-3.17	126	108	18	0.857	1.31	-6.93	156	152	4	0.974	0.29	2.01	17	49	34.64	26.39
20072008	Hannu Toivonen	STL	23	1202.4833333333	566	497	69	0.878	3.44	-17.57	57.38	165	131	34	0.794	1.7	-2.3	177	157	20	0.887	1	-4.45	210	195	15	0.929	0.75	-6.91	23	62	31.54	23.48
20072008	Andrew Raycroft	TOR	19	964.7	509	446	63	0.876	3.92	-16.75	50.08	157	118	39	0.752	2.43	-8.83	132	117	15	0.886	0.93	-3.4	198	189	9	0.955	0.56	-1.37	21	57	35.44	22.43
20072008	John Grahame	CAR	17	827.51666666667	424	371	53	0.875	3.84	-14.47	38.13	131	100	31	0.763	2.25	-5.83	106	91	15	0.858	1.09	-5.69	174	167	7	0.96	0.51	-0.3	21	45	37.59	22.66
20072008	Jocelyn Thibault	BUF	12	507.05	213	185	28	0.869	3.31	-8.65	22.26	59	47	12	0.797	1.42	-0.66	61	54	7	0.885	0.83	-1.64	90	81	9	0.9	1.06	-5.53	15	31	34.18	29.29
20082009	Tim Thomas	BOS	54	3258.9833333333	1693	1579	114	0.933	2.1	40.94	141.19	421	354	67	0.841	1.23	15.71	520	493	27	0.948	0.5	18.42	684	664	20	0.971	0.37	5.77	97	156	37.3	22.82
20082009	Josh Harding	MIN	19	849.81666666667	453	421	32	0.929	2.26	9.46	38.15	98	83	15	0.847	1.06	4.25	125	114	11	0.912	0.78	-0.08	222	216	6	0.973	0.42	2.37	20	26	34.89	23.25
20082009	Tomas Vokoun	FLA	59	3324.05	1856	1718	138	0.926	2.49	31.85	149.59	458	378	80	0.825	1.44	9.98	488	455	33	0.932	0.6	9.62	875	850	25	0.971	0.45	7.97	59	180	36	25.63
20082009	Craig Anderson	FLA	31	1635.9	977	903	74	0.924	2.71	15.41	85.11	273	231	42	0.846	1.54	11.63	238	219	19	0.92	0.7	1.79	437	425	12	0.973	0.44	4.47	39	90	35.14	23.34
20082009	Niklas Backstrom	MIN	71	4083.8833333333	2059	1900	159	0.923	2.34	29.43	152.91	437	352	85	0.805	1.25	0.85	523	480	43	0.918	0.63	2.68	1058	1028	30	0.972	0.44	9.87	91	171	37.41	23.38
20082009	Kevin Weekes	N.J	16	794.61666666667	399	367	32	0.92	2.42	4.51	30.12	97	83	14	0.856	1.06	5.06	101	92	9	0.911	0.68	-0.18	191	182	9	0.953	0.68	-1.8	13	31	36.34	25.19
20082009	Roberto Luongo	VAN	54	3181.25	1542	1418	124	0.92	2.34	17.12	133.94	433	361	72	0.834	1.36	13.07	384	364	20	0.948	0.38	13.54	682	650	32	0.953	0.6	-6.3	71	143	35.57	22.3
20082009	Nikolai Khabibulin	CHI	42	2447.4666666667	1192	1096	96	0.919	2.35	13.09	95.14	316	263	53	0.832	1.3	9.08	294	276	18	0.939	0.44	7.68	561	536	25	0.955	0.61	-3.86	57	87	32.64	22.28
20082009	Jonas Hiller	ANA	46	2487.4	1217	1118	99	0.919	2.39	12.37	112.94	344	282	62	0.82	1.5	5.58	306	282	24	0.922	0.58	2.73	537	524	13	0.976	0.31	7.23	47	117	34.24	21.89
20082009	Ryan Miller	BUF	59	3403.9333333333	1772	1627	145	0.918	2.56	17.17	136.48	425	355	70	0.835	1.23	13.49	427	386	41	0.904	0.72	-3.71	871	838	33	0.962	0.58	-0.18	113	110	38.85	27.92
20082009	Brian Boucher	S.J	22	1291.2666666667	563	516	47	0.917	2.18	4.52	48.58	149	126	23	0.846	1.07	6.27	153	143	10	0.935	0.46	3.36	242	229	13	0.946	0.6	-3.88	24	46	34.84	26.94
20082009	Scott Clemmensen	N.J	40	2356.15	1138	1044	94	0.917	2.39	10.14	82.55	260	207	53	0.796	1.35	-1.92	293	271	22	0.925	0.56	3.59	556	537	19	0.966	0.48	1.95	51	79	35.46	23.47
20082009	Pekka Rinne	NSH	52	2979.2	1435	1316	119	0.917	2.4	12.32	124.06	390	317	73	0.813	1.47	3.62	383	356	27	0.93	0.54	6.45	619	600	19	0.969	0.38	4.32	81	120	34.11	21.34
20082009	Martin Brodeur	N.J	31	1813.5833333333	870	797	73	0.916	2.42	6.62	69.73	236	188	48	0.797	1.59	-1.64	209	195	14	0.933	0.46	4.25	399	388	11	0.972	0.36	4.03	32	57	36.06	21.12
20082009	Chris Mason	STL	57	3214.9	1544	1415	129	0.916	2.41	12.3	136.3	363	301	62	0.829	1.16	9.31	443	405	38	0.914	0.71	0.69	686	657	29	0.958	0.54	-3.15	74	122	35.01	24.06
20082009	Henrik Lundqvist	NYR	70	4152.7666666667	2007	1839	168	0.916	2.43	15.67	197.4	666	552	114	0.829	1.65	16.84	597	564	33	0.945	0.48	19.14	685	664	21	0.969	0.3	4.81	92	155	31.44	18.84
20082009	Mike Smith	T.B	41	2466.35	1282	1174	108	0.916	2.63	9.32	102.92	297	239	58	0.805	1.41	0.35	336	308	28	0.917	0.68	1.35	614	592	22	0.964	0.54	1.14	82	103	38.61	25.88
20082009	Cam Ward	CAR	68	3908.05	1901	1741	160	0.916	2.46	13.97	164.96	474	387	87	0.816	1.34	6.12	513	469	44	0.914	0.68	0.81	875	846	29	0.967	0.45	3.97	105	207	34.86	23.09
20082009	Steve Mason	CBJ	61	3663.6166666667	1658	1518	140	0.916	2.29	11.73	142.11	467	390	77	0.835	1.26	14.74	406	370	36	0.911	0.59	-0.54	741	714	27	0.964	0.44	0.92	66	116	34.25	22.21
20082009	Dwayne Roloson	EDM	63	3596.7	1953	1787	166	0.915	2.77	12.73	167.39	478	393	85	0.822	1.42	8.91	515	464	51	0.901	0.85	-6.02	915	885	30	0.967	0.5	4.48	102	187	36.72	24.43
20082009	Martin Biron	PHI	55	3156.5166666667	1718	1572	146	0.915	2.78	11.22	147.85	425	336	89	0.791	1.69	-5.51	448	413	35	0.922	0.67	4.13	795	774	21	0.974	0.4	8.96	89	157	36.31	23.03
20082009	Jaroslav Halak	MTL	34	1930.8	1077	985	92	0.915	2.86	6.56	98.27	303	250	53	0.825	1.65	6.53	303	278	25	0.917	0.78	1.46	433	420	13	0.97	0.4	3.32	67	98	34.95	24.98
20082009	Jonathan Quick	L.A	44	2489.75	1200	1097	103	0.914	2.48	6.82	106.22	290	238	52	0.821	1.25	4.97	338	312	26	0.923	0.63	3.52	540	517	23	0.957	0.55	-2.65	66	99	36.24	24.36
20082009	Antero Niittymaki	PHI	32	1805.1666666667	947	864	83	0.912	2.76	3.67	84	240	190	50	0.792	1.66	-2.85	222	202	20	0.91	0.66	-0.61	453	440	13	0.971	0.43	4.07	35	93	36.47	22.86
20082009	Mikael Tellqvist	BUF, PHX	21	1025.2	533	486	47	0.912	2.75	1.78	41.91	136	105	31	0.772	1.81	-4.28	121	115	6	0.95	0.35	4.57	264	254	10	0.962	0.59	-0.05	27	33	36.62	20.55
20082009	Marc-Andre Fleury	PIT	62	3641.5	1850	1688	162	0.912	2.67	7.3	152.81	460	366	94	0.796	1.55	-3.63	528	490	38	0.928	0.63	8.12	816	787	29	0.964	0.48	1.75	93	174	35.35	24.45
20082009	Alex Auld	OTT	43	2449.4333333333	1141	1040	101	0.911	2.47	3.42	94.12	299	252	47	0.843	1.15	11.74	309	277	32	0.896	0.78	-5.01	497	476	21	0.958	0.51	-2.27	72	115	35.9	24.9
20082009	Kari Lehtonen	ATL	46	2624.8833333333	1498	1364	134	0.911	3.06	3.09	127.19	413	333	80	0.806	1.83	1.14	433	398	35	0.919	0.8	2.82	632	613	19	0.97	0.43	4.81	72	137	34.12	21.66
20082009	Manny Fernandez	BOS	28	1644.0666666667	791	720	71	0.91	2.59	1.39	71.19	221	184	37	0.833	1.35	6.42	234	213	21	0.91	0.77	-0.56	304	291	13	0.957	0.47	-1.55	49	60	35.13	22.11
20082009	Evgeni Nabokov	S.J	62	3686.4333333333	1663	1513	150	0.91	2.44	2.19	145.01	460	374	86	0.813	1.4	4.37	454	418	36	0.921	0.59	3.65	698	670	28	0.96	0.46	-1.7	123	166	35.08	23.59
20082009	Yann Danis	NYI	31	1760.1166666667	933	849	84	0.91	2.86	1.38	86.09	280	234	46	0.836	1.57	9.01	260	235	25	0.904	0.85	-2.29	365	352	13	0.964	0.44	0.75	58	92	35.68	24.26
20082009	Ty Conklin	DET	40	2226.0333333333	1033	939	94	0.909	2.53	0.54	79.78	248	207	41	0.835	1.11	7.72	265	237	28	0.894	0.75	-4.85	482	457	25	0.948	0.67	-6.84	36	68	36.06	24.86
20082009	Cristobal Huet	CHI	41	2350.9666666667	1082	983	99	0.909	2.53	0.02	97.51	339	272	67	0.802	1.71	-0.4	273	255	18	0.934	0.46	5.84	446	432	14	0.969	0.36	2.81	70	79	32.39	19.16
20082009	Brent Johnson	WSH	21	1131.15	579	526	53	0.908	2.81	-0.01	49.5	138	116	22	0.841	1.17	5.11	155	138	17	0.89	0.9	-3.46	280	266	14	0.95	0.74	-3.45	32	39	36.8	25.96
20082009	Steve Valiquette	NYR	15	803.08333333333	421	382	39	0.907	2.91	-0.47	36.04	127	104	23	0.819	1.72	1.95	112	103	9	0.92	0.67	0.78	172	166	6	0.965	0.45	0.48	21	41	31.59	23.23
20082009	Curtis Sanford	VAN	19	972.58333333333	448	406	42	0.906	2.59	-1	40.84	124	102	22	0.823	1.36	2.36	139	122	17	0.878	1.05	-4.86	171	168	3	0.982	0.19	3.44	32	36	35.17	21.88
20082009	Ilya Bryzgalov	PHX	65	3759.8	1994	1807	187	0.906	2.98	-4.52	163.65	480	381	99	0.794	1.58	-4.7	548	498	50	0.909	0.8	-2.14	901	866	35	0.961	0.56	-1.05	95	173	37.22	25.09
20082009	Carey Price	MTL	52	3035.5833333333	1513	1370	143	0.905	2.83	-4.54	126.79	380	296	84	0.779	1.66	-9.35	394	362	32	0.919	0.63	2.41	697	670	27	0.961	0.53	-0.74	77	162	35.35	20.99
20082009	Miikka Kiprusoff	CGY	76	4418.65	2155	1946	209	0.903	2.84	-11.78	187.73	580	459	121	0.791	1.64	-7.06	558	510	48	0.914	0.65	0.74	959	919	40	0.958	0.54	-3.86	98	188	35.99	22.82
20082009	Martin Gerber	OTT, TOR	26	1546.05	799	721	78	0.902	3.03	-4.88	68.51	219	175	44	0.799	1.71	-0.98	206	182	24	0.883	0.93	-6.01	349	339	10	0.971	0.39	3.15	33	59	36.73	22.71
20082009	Brian Elliott	OTT	31	1667.0333333333	786	709	77	0.902	2.77	-5.07	64.64	198	160	38	0.808	1.37	0.9	193	174	19	0.902	0.68	-2.14	377	358	19	0.95	0.68	-4.79	43	80	36.56	25.77
20082009	Jason LaBarbera	L.A, VAN	28	1446.4333333333	675	608	67	0.901	2.78	-5.23	57.41	164	119	45	0.726	1.87	-12.78	156	142	14	0.91	0.58	-0.37	341	334	7	0.979	0.29	5.85	24	67	36.73	22.61
20082009	Michael Leighton	CAR	19	1028.85	507	457	50	0.901	2.92	-3.6	49.02	140	109	31	0.779	1.81	-3.5	129	119	10	0.922	0.58	1.27	217	209	8	0.963	0.47	0.18	17	66	34.63	22.4
20082009	Joey MacDonald	NYI	49	2772.7666666667	1583	1426	157	0.901	3.4	-12.13	132.66	438	352	86	0.804	1.86	0.05	386	350	36	0.907	0.78	-2.29	721	688	33	0.954	0.71	-5.83	69	143	35.84	26.12
20082009	Jeff Deslauriers	EDM	10	539.91666666667	302	272	30	0.901	3.33	-2.36	27.36	77	62	15	0.805	1.67	0.13	95	86	9	0.905	1	-0.7	127	121	6	0.953	0.67	-1.21	14	22	35.15	24.37
20082009	Patrick Lalime	BUF	24	1296.7	669	602	67	0.9	3.1	-5.78	51.96	166	123	43	0.741	1.99	-10.39	166	148	18	0.892	0.83	-3.5	318	312	6	0.981	0.28	5.98	40	43	38.21	20.34
20082009	Jose Theodore	WSH	57	3287.1166666667	1572	1415	157	0.9	2.87	-13.14	141.73	425	338	87	0.795	1.59	-3.51	424	386	38	0.91	0.69	-0.97	683	651	32	0.953	0.58	-6.26	70	128	35.81	24.92
20082009	Jean-Sebastien Giguere	ANA	46	2458.4	1274	1147	127	0.9	3.1	-10.41	108.73	328	266	62	0.811	1.51	2.44	322	289	33	0.898	0.81	-4.88	598	567	31	0.948	0.76	-8.47	65	97	34.73	26.19
20082009	Dan Ellis	NSH	35	1964.7166666667	963	867	96	0.9	2.93	-7.87	85.49	246	185	61	0.752	1.86	-12.67	259	234	25	0.903	0.76	-2.38	433	423	10	0.977	0.31	6.32	48	98	34.97	19.6
20082009	Erik Ersberg	L.A	28	1477	651	586	65	0.9	2.64	-5.42	54.88	146	113	33	0.774	1.34	-4.32	169	145	24	0.858	0.97	-9.24	322	314	8	0.975	0.32	4.13	37	55	35.89	22.92
20082009	Peter Budaj	COL	56	3191.8666666667	1531	1377	154	0.899	2.89	-13.89	126.52	356	277	79	0.778	1.49	-9.06	391	345	46	0.882	0.86	-11.85	725	697	28	0.961	0.53	-0.68	77	195	37.16	24.16
20082009	Marty Turco	DAL	74	4327.25	1993	1790	203	0.898	2.81	-20.61	169.77	526	412	114	0.783	1.58	-10.66	501	452	49	0.902	0.68	-5.24	909	870	39	0.957	0.54	-4.75	125	200	35.41	24.36
20082009	Dany Sabourin	PIT	19	989.43333333333	463	416	47	0.898	2.85	-4.63	41.88	132	96	36	0.727	2.18	-10.07	124	117	7	0.944	0.42	3.83	199	195	4	0.98	0.24	3.5	36	53	35.11	18.23
20082009	Mathieu Garon	EDM, PIT	19	1020.5666666667	502	449	53	0.894	3.12	-7.06	46.64	145	113	32	0.779	1.88	-3.51	122	108	14	0.885	0.82	-3.34	221	215	6	0.973	0.35	2.33	30	60	35.79	25.17
20082009	Karri Ramo	T.B	24	1312.7833333333	757	677	80	0.894	3.66	-10.72	64.05	179	137	42	0.765	1.92	-6.83	239	217	22	0.908	1.01	-1.13	325	309	16	0.951	0.73	-3.75	46	69	36.95	24.64
20082009	Andrew Raycroft	COL	31	1717.4333333333	836	746	90	0.892	3.14	-13.49	66.88	189	144	45	0.762	1.57	-7.87	213	188	25	0.883	0.87	-6.4	391	371	20	0.949	0.7	-5.27	39	94	38.6	23.46
20082009	Vesa Toskala	TOR	53	3036.4166666667	1518	1352	166	0.891	3.28	-27.08	138.33	442	347	95	0.785	1.88	-8.17	377	335	42	0.889	0.83	-9.07	648	619	29	0.955	0.57	-4.58	68	118	35.06	24.2
20082009	Curtis McElhinney	CGY	14	517.88333333333	280	249	31	0.889	3.59	-5.38	23.64	71	54	17	0.761	1.97	-3.05	67	58	9	0.866	1.04	-3.15	136	131	5	0.963	0.58	0.12	7	26	36.3	26
